Date,Close,High,Low,Open,Volume,EMA_20,EMA_50,RSI,MACD,MACD_SIGNAL,BB_HIGH,BB_LOW,Trend_Regime,Volatility_Regime,Volume_Regime,Actual,UP_Probability,Decision
2023-02-07,1052.635498046875,1062.4501695052957,1046.7466710224398,1055.4201633910932,15135435,1095.3101846780366,1129.4120577833312,25.981086553351915,-27.621015257032013,-24.33138466314364,1168.11465183141,1033.5229580318714,0,1,0,1,0.5488076727729281,NO_TRADE
2023-02-08,1073.6572265625,1077.2863960062462,1053.137736379797,1055.8766387784026,21160332,1093.2479981908427,1127.225593813887,37.55737053295363,-25.92007010338216,-24.64912175119134,1156.831060897224,1035.382171524651,0,1,1,1,0.5577976436705705,NO_TRADE
2023-02-09,1075.52880859375,1082.284961068636,1065.463103759131,1074.341987106508,13172763,1091.560456324453,1125.1982689032934,38.47987568009575,-24.142735361096584,-24.54784447317239,1147.5449723910217,1036.903233175385,0,1,0,0,0.5429242734298775,NO_TRADE
2023-02-10,1066.6728515625,1075.0039060071294,1059.6655455942528,1075.0039060071294,10790445,1089.190208251886,1122.903154497772,35.78580074363076,-23.18156385483462,-24.27458834950484,1142.931062824946,1035.356730143804,0,1,0,0,0.5445357551968069,NO_TRADE
2023-02-13,1060.6015625,1072.767178094588,1056.1278886860243,1068.2935042806123,10352493,1086.4674800850398,1120.4599548115848,34.026949457289206,-22.648651245457582,-23.94940092869539,1138.1416059066612,1033.561226124589,0,0,0,1,0.5277907378926544,NO_TRADE
2023-02-14,1085.5946044921875,1087.329254712915,1060.738368480938,1063.6143185684562,14321920,1086.3843490761967,1119.0926861716084,45.83013035603219,-19.979275894056627,-23.15537592176764,1134.810140660885,1033.8798129523964,0,0,0,1,0.5181688504558306,NO_TRADE
2023-02-15,1110.1768798828125,1112.5735854842064,1083.2664969637603,1084.6358877756606,33503591,1088.6503043911125,1118.7430467093027,54.46014921498411,-15.69922166001379,-21.664145069416872,1130.4952424225814,1036.0560149016371,0,0,1,0,0.5248766307950714,NO_TRADE
2023-02-16,1109.3095703125,1124.7163944448257,1107.0270912647763,1118.1656324865594,17264487,1090.6178535264828,1118.3731064584476,54.132470265524766,-12.23618139496216,-19.77855233452593,1126.190452673131,1038.3225478151503,0,0,1,1,0.5384830345273541,NO_TRADE
2023-02-17,1113.9429931640625,1117.2754874405753,1100.4306882070916,1104.7217922905263,11809520,1092.8392953967284,1118.1993765253346,55.66711615216383,-9.01391177013943,-17.625624221648632,1122.7789534178032,1040.280091992353,0,0,0,0,0.5184728546401415,NO_TRADE
2023-02-20,1102.16552734375,1118.3026298698114,1100.2025445254703,1116.13425652598,8836937,1093.7275079631113,1117.570598126057,50.99646431698872,-7.326131852936896,-15.565725747906283,1120.3833607229417,1041.38608507784,0,0,0,1,0.5231897544683116,NO_TRADE
2023-02-21,1111.1585693359375,1116.9559918914763,1101.2296696771075,1106.5479683974272,13311592,1095.3876090462377,1117.3191460166402,54.15925118625119,-5.202914814692804,-13.49316356126359,1120.7271808921782,1041.2157390296966,0,0,0,0,0.519364205135114,NO_TRADE
2023-02-22,1085.9598388671875,1109.2868172204337,1084.2023673241313,1107.4380609994969,11024335,1094.4897261720423,1116.0893692656814,45.330662220371,-5.490288342753047,-11.892588517561482,1118.6835181608892,1041.5680809602047,0,0,0,0,0.5233240400399533,NO_TRADE
2023-02-23,1080.7557373046875,1093.1953270218976,1077.9483712962124,1085.5490279902117,9851910,1093.1817272322944,1114.70373663976,43.744689296611405,-6.06801315926441,-10.727673445902068,1118.1887368855942,1041.3758505167498,0,0,0,1,0.5251712993915918,NO_TRADE
2023-02-24,1088.15087890625,1093.834315272933,1080.9839459876737,1082.8098807799356,9434053,1092.7025988202902,1113.6624481011909,46.60360316315213,-5.861569589634428,-9.75445267464854,1118.9436097260773,1042.7368224028291,0,0,0,0,0.5247316011641148,NO_TRADE
2023-02-27,1080.91552734375,1090.8672478016565,1073.543202799622,1087.3750050988056,11199715,1091.5800205844291,1112.378255130311,44.23495290493881,-6.210206580355816,-9.045603455789996,1119.0922553915457,1042.9579277139233,0,0,0,0,0.5235357513515639,NO_TRADE
2023-02-28,1060.2362060546875,1080.5274845520237,1056.1734344203933,1075.5516247048563,21994038,1088.5948953911206,1110.333468892051,38.25103101372496,-8.062216102352068,-8.848925985102412,1119.3625829006014,1041.258767197055,0,0,1,1,0.5383913785386553,NO_TRADE
2023-03-01,1069.982421875,1070.712820002187,1060.5557097259696,1070.0280642112666,11551145,1086.8222788657758,1108.7510748913826,42.21832941745729,-8.643867701129466,-8.807914328307822,1119.3481911399026,1041.45573952416,0,0,0,0,0.5227817582962928,NO_TRADE
2023-03-02,1061.833984375,1073.5203549354069,1059.802538079039,1066.8326656493814,9333535,1084.4424412952258,1106.9111889887797,39.90963772387498,-9.65108983463142,-8.976549429572541,1119.36635131644,1041.396490480435,0,0,0,1,0.5265269068073677,NO_TRADE
2023-03-03,1088.9271240234375,1092.6019362119685,1068.9098180563456,1072.3791189632543,14643807,1084.8695539360078,1106.2059315391584,49.749233680606615,-8.168963957760752,-8.815032335210184,1119.9914342890652,1043.3460535039037,0,0,1,1,0.539255967334478,NO_TRADE
2023-03-06,1099.5633544921875,1106.8216933590495,1095.5918675399987,1095.5918675399987,10171916,1086.2689635127867,1105.9454383216305,53.00278494100938,-6.066186393386033,-8.265263146845355,1120.935953690304,1046.8409628136023,0,0,0,1,0.5235696709308003,NO_TRADE
2023-03-08,1103.51220703125,1104.2654263644915,1088.7444955670887,1099.563420263857,15782657,1087.9111771812118,1105.8500174867136,54.18870494322593,-4.034572584638454,-7.419125034403975,1121.4794237120352,1051.3851636903084,0,0,1,0,0.5357811556647635,NO_TRADE
2023-03-09,1076.9896240234375,1103.3066574341256,1075.095225544964,1102.8958764013148,16235128,1086.8710292614237,1104.7182373508988,45.82472923929731,-4.512635936418064,-6.837827214806793,1121.432555464194,1051.7652716842438,0,0,1,0,0.5377443018167056,NO_TRADE
2023-03-10,1060.3046875,1070.0280749321848,1056.8124450060086,1068.8868957671646,13334091,1084.3409014746214,1102.9765295136085,41.48657491941877,-6.166753032286806,-6.703612378302796,1122.235958697314,1049.4394563417486,0,0,0,0,0.5184141050886527,NO_TRADE
2023-03-13,1042.8665771484375,1070.0281154160118,1038.5298305140532,1063.1806779260546,12771592,1080.3909658245086,1100.6192764796804,37.4917284053331,-8.7835116621402,-7.119592235070277,1124.8345879045296,1044.4601996931265,0,0,0,0,0.5195046209661598,NO_TRADE
2023-03-14,1038.9635009765625,1052.2018311560978,1035.8136967949142,1040.812257084253,16027522,1076.445492981847,1098.2014029305385,36.64126570249371,-11.044938184572176,-7.904661424970657,1127.292961780715,1039.8380196645978,0,1,1,0,0.5583972074140828,NO_TRADE
2023-03-15,1021.2057495117188,1049.1661484530057,1016.800539526596,1042.6839706485125,21728555,1071.1845650323112,1095.1819655415652,32.97616746515209,-14.107415626014015,-9.145212265179328,1131.800459669011,1028.8916362782545,0,1,1,0,0.5554413246451223,NO_TRADE
2023-03-16,1016.1157836914062,1028.943333036388,1005.2968594074098,1023.921951504309,18363159,1065.93991919032,1092.081330959206,31.98847825572944,-16.752061429037667,-10.666582097950997,1132.2664092410214,1019.0195770871038,0,1,1,0,0.5583929330206404,NO_TRADE
2023-03-17,1014.837646484375,1028.007512952856,1010.0900587449328,1024.720781814394,34014213,1061.0730360754685,1089.052166862154,31.73146381166972,-18.7351303518642,-12.280291748733635,1131.1666554820324,1010.67213846328,0,1,1,0,0.5522761898174365,NO_TRADE
2023-03-20,1004.8631591796876,1013.422485602896,995.1625932582816,1011.1400066065016,19524589,1055.7197144663462,1085.750637149116,29.72434088545181,-20.870996667821828,-13.998432732551276,1128.8154439513976,1002.1153665954772,0,1,1,1,0.561300276099214,NO_TRADE
2023-03-21,1036.1103515625,1038.0733342187905,1012.052976986994,1012.9431232711898,21400360,1053.8521560945514,1083.8039592829743,42.08355517611864,-19.81389656382862,-15.161525498806744,1124.3925314409084,999.9327615278416,0,1,1,1,0.5570482620331112,NO_TRADE
2023-03-22,1039.2601318359375,1046.0391051865406,1036.247254791225,1043.0946916431246,10920094,1052.462439498493,1082.0571425203457,43.16855231935971,-18.5086203173621,-15.830944462517817,1117.267381105671,999.8680681130792,0,1,0,0,0.5459246506641089,NO_TRADE
2023-03-23,1026.1131591796875,1036.2016854580306,1023.9447859117854,1035.3343603002547,16249370,1049.952984230035,1079.8632608207115,39.81572268172708,-18.323804890944075,-16.32951654820307,1114.4857258882653,996.6650553617346,0,1,1,0,0.5621895012372308,NO_TRADE
2023-03-24,1005.7990112304688,1027.1174243598298,1003.379605076148,1024.949051064462,12375945,1045.7478439443623,1076.958780444624,35.258824116036706,-19.590690021284445,-16.981751242819346,1113.3334085982317,990.3217000443464,0,1,0,1,0.5437892116935757,NO_TRADE
2023-03-27,1021.4339599609376,1028.9433318287538,1004.383890745215,1012.2812828490338,14054323,1043.4322359459409,1074.7813365040872,40.86824540259229,-19.11277573725397,-17.407956141706272,1108.984153947404,987.9992628006428,0,1,0,1,0.5408633604712626,NO_TRADE
2023-03-28,1026.2044677734375,1030.0846702786253,1021.1829653124684,1024.8349561252708,12576424,1041.791496119988,1072.876361259748,42.505134920234575,-18.13997872925552,-17.554360659216123,1105.0729859114476,986.4393248795682,0,1,0,0,0.5439676206495191,NO_TRADE
2023-03-29,1020.133056640625,1024.7436572444662,1009.359714078918,1022.0959186617868,18804065,1039.728787598144,1070.8079963727237,40.95139950650366,-17.655421520144955,-17.57457283140189,1103.6824422680666,983.819553581543,0,1,1,1,0.5588994115190064,NO_TRADE
2023-03-31,1064.116455078125,1069.7770709600843,1029.2629756900762,1029.3999027039445,28171201,1042.0514225962374,1070.5455829886218,54.05422766164272,-13.565934127449736,-16.77284509061146,1102.9284215742443,983.9869775956774,0,1,1,1,0.5517310906657782,NO_TRADE
2023-04-03,1064.299072265625,1072.3106311531849,1056.7896998650788,1070.4846960590223,10293043,1044.1702463742745,1070.3006217837983,54.09976921671907,-10.192754495680674,-15.456826971625306,1103.2135038314775,983.948404127507,0,1,0,0,0.545163866199274,NO_TRADE
2023-04-05,1061.74267578125,1071.8540232011114,1053.8453439607506,1071.8540232011114,16262928,1045.8438110797008,1069.9650160582082,53.30326630581985,-7.637722258766871,-13.89300602905362,1098.8200147552782,985.6234483794876,0,1,0,1,0.5402980034116894,NO_TRADE
2023-04-06,1068.8638916015625,1074.592970502133,1058.2275373074351,1058.2275373074351,18435046,1048.0361997008306,1069.921834706967,55.278501964533184,-4.980802608752356,-12.110565344993368,1092.4389533900871,988.9345634556164,0,0,1,0,0.5411504471707351,NO_TRADE
2023-04-10,1061.2861328125,1072.9496819536614,1059.779694186431,1072.7671126043012,12961408,1049.2980980924185,1069.5831797307137,52.72284498201857,-3.446902699649172,-10.37783281592453,1082.8012245409082,994.34968488292,0,0,0,1,0.5240346584915817,NO_TRADE
2023-04-11,1066.535888671875,1068.6586196822263,1060.9210357303307,1065.4631729553812,10542367,1050.9397924333189,1069.463678120563,54.29919677190208,-1.7870643809469584,-8.659679128929016,1080.667946036257,995.4375898524148,0,0,0,1,0.5250861433870544,NO_TRADE
2023-04-12,1071.23779296875,1080.8925957399235,1063.6599579243734,1066.535787256919,18179087,1052.872935341455,1069.5332512518646,55.72315687190016,-0.0911751630569597,-6.945978335754605,1082.6003058026272,994.5985406329196,0,0,1,1,0.5418899952655059,NO_TRADE
2023-04-13,1075.27783203125,1079.9797173840186,1069.1151503508545,1074.1365320735108,12378208,1055.0067350261977,1069.7585289294875,56.9639596456257,1.5608343221908854,-5.244615804165507,1087.028021467577,993.4119504562512,0,0,0,1,0.5253025132508939,NO_TRADE
2023-04-17,1080.73291015625,1106.9814803229494,1072.333391852291,1106.9814803229494,17929479,1057.4568469433452,1070.1888968207334,58.64900712533016,3.272519389582385,-3.5411887654159293,1092.323344273604,992.2935685681932,0,0,1,0,0.5422317212168929,NO_TRADE
2023-04-18,1068.3619384765625,1085.0925121063174,1061.8111761257844,1085.0925121063174,10405576,1058.495427089366,1070.1172513954716,53.53022734644781,3.589431380873293,-2.115064736158085,1094.9250350841526,994.407496654129,0,0,0,1,0.5275293381879004,NO_TRADE
2023-04-19,1073.6800537109375,1076.3733137885806,1064.64142217666,1067.768405195298,12273475,1059.941582005706,1070.2569691333329,55.33495699072397,4.221056163334652,-0.8478405562595378,1097.52588993093,997.5630688093046,0,0,0,0,0.5258405936964244,NO_TRADE
2023-04-20,1070.9638671875,1076.8755157885284,1064.595795217696,1074.638679040759,7007330,1060.9913234515911,1070.2846906256532,54.17765072793619,4.4511398324721085,0.2119555214867914,1098.9551733023886,1001.7464075081584,0,0,0,1,0.5289353163658643,NO_TRADE
2023-04-21,1072.310546875,1077.7884724738817,1066.558646510675,1073.0637661728558,7647317,1062.0693447300112,1070.364135968765,54.68369973282883,4.688107014617344,1.107185820112902,1098.4391054658167,1009.0072141142616,0,0,0,1,0.5272712294809179,NO_TRADE
2023-04-24,1076.4190673828125,1086.8727319946267,1071.8539885727766,1084.1794719407253,12936186,1063.435984982659,1070.601584259512,56.27040587632082,5.148084568036666,1.9153655696976548,1100.7302227302052,1010.746968431904,0,0,0,1,0.5236538893885494,NO_TRADE
2023-04-25,1084.65869140625,1086.735779878646,1072.9952636709509,1080.0709122812248,9236126,1065.457195118239,1071.1528433633057,59.34483446960889,6.107090156567665,2.7537104870716567,1104.0150737067554,1012.0019734123852,0,0,0,0,0.5239182432539579,NO_TRADE
2023-04-26,1078.290771484375,1089.2467445727557,1074.6159592843226,1086.005534613959,8617834,1066.6794404864424,1071.4327621131515,56.06425972042356,6.280869126389234,3.4591422149351723,1104.9816768114524,1016.2531315381568,0,0,0,1,0.5261618369985244,NO_TRADE
2023-04-27,1085.115234375,1088.2878596252956,1079.1579437194785,1084.1794457664448,9167125,1068.4352303805908,1071.969329652832,58.69925856838953,6.889845482892724,4.145282868526683,1102.3230556860028,1026.8433749780595,0,0,0,1,0.5222230066006203,NO_TRADE
2023-04-28,1104.949951171875,1106.5021527689444,1087.2607695641375,1087.3748753991613,15565210,1071.9128228369036,1073.262687359461,65.22679637454289,8.870703563860161,5.090367007593379,1104.9262565170172,1032.591773268139,0,0,1,1,0.535450231484657,NO_TRADE
2023-05-02,1114.3310546875,1116.4994278601828,1108.4194062766874,1112.1170391794085,12981805,1075.9526544417224,1074.8732115684038,67.8175342316699,11.069917399894392,6.286277086053582,1108.9925780084216,1037.338110468141,1,0,0,0,0.4795253904753642,NO_TRADE
2023-05-03,1104.767333984375,1116.1340858641377,1101.549066588438,1116.1340858641377,7061872,1078.696909636261,1076.0455300945205,62.68971504414392,11.903877387422426,7.409797146327351,1106.5383263726465,1048.2557898382909,1,0,0,1,0.4826307807338916,NO_TRADE
2023-05-04,1117.503662109375,1119.717677582049,1102.2567073883076,1105.2467632974383,8635233,1082.3927908241762,1077.6713391931423,66.33984902161563,13.437611502865591,8.615360017635,1113.3402013959292,1046.7926355181332,1,0,0,0,0.48071527444461104,NO_TRADE
2023-05-05,1114.6505126953125,1123.5978590907398,1112.025716258824,1114.30819519152,8746585,1085.4649548119037,1079.121502859894,64.81021112292004,14.258518204123677,9.743991654932737,1118.2390326072805,1046.9289483497512,1,0,0,1,0.48366656487838405,NO_TRADE
2023-05-08,1128.4140625,1133.7778823916174,1115.746261129747,1118.4167001177036,9153782,1089.5553460202937,1081.0545444144082,68.57453123275374,15.8371354820747,10.962620420361128,1125.414880125719,1046.4202395031873,1,0,0,1,0.4823705203017626,NO_TRADE
2023-05-09,1131.9061279296875,1135.2158009724574,1124.4652198090143,1129.8290394334551,6464721,1093.5887538211882,1083.0487241601056,69.46696592765896,17.172033036318,12.204502943552503,1132.487631459864,1045.6517118018548,1,1,0,1,0.5032183031234735,NO_TRADE
2023-05-10,1139.6895751953125,1141.173192717246,1132.659447469911,1136.6766978121202,10872255,1097.9793082377714,1085.2699340046236,71.41546461307995,18.64310203548939,13.492222761939882,1139.6989238036572,1046.280763696343,1,1,1,0,0.5212271135553345,NO_TRADE
2023-05-11,1132.24853515625,1145.5781493917782,1130.5365853892238,1140.762158669685,10557860,1101.2430441347694,1087.1122320890013,67.01262255214317,18.98960472932549,14.591699155417004,1144.3050842624004,1048.2458678860369,1,1,0,1,0.503636060578748,NO_TRADE
2023-05-12,1134.0972900390625,1135.4896227195354,1121.383847325768,1127.455243721531,6955341,1104.3720199351783,1088.9547833811605,67.54794253219606,19.19215446894464,15.511790218122531,1148.693707459296,1050.1431943961727,1,1,0,1,0.5031150150837056,NO_TRADE
2023-05-15,1136.334228515625,1143.318592964205,1128.9846046154787,1136.631024460071,6833343,1107.4160397999829,1090.812800837414,68.21995837858455,19.31057850844104,16.271547876186233,1152.936834273797,1052.0057072301092,1,1,0,0,0.504079301941861,NO_TRADE
2023-05-16,1120.1513671875,1141.058816015231,1118.4850597805391,1138.5024831085086,8717229,1108.6289281226036,1091.963332851143,58.74280490380112,17.89235679801436,16.59570966055186,1154.4346015445851,1054.449785662446,1,1,0,0,0.5080649367156189,NO_TRADE
2023-05-17,1113.5322265625,1125.2641183192468,1108.830341392445,1124.3511508366894,8798967,1109.0959089264034,1092.809171820216,55.35547112064435,16.049290316363795,16.48642579171425,1153.9765589290016,1059.4248570866232,1,1,0,0,0.5075417476204792,NO_TRADE
2023-05-18,1111.1356201171875,1121.6122266625744,1107.9856952056505,1118.2112689036005,10525531,1109.2901671350494,1093.527856067156,54.138201080792335,14.231212184773767,16.035383070326155,1153.3712301643857,1063.7757424918643,1,1,1,1,0.5273315213863025,NO_TRADE
2023-05-19,1114.741943359375,1116.5679991928369,1104.1968724046772,1111.1357155261294,8050447,1109.8093839183184,1094.3597810590077,55.71626024920121,12.93229684532912,15.41476582532675,1152.1433753271997,1069.381404946238,1,0,0,1,0.4864387159617174,NO_TRADE
2023-05-22,1120.6990966796875,1125.720598669704,1110.3595382742935,1111.5691808774145,7434906,1110.8464994194012,1095.3926953970736,58.27056943765121,12.242466039745295,14.78030586821046,1150.7718454954215,1075.5917897584843,1,0,0,0,0.48527213816877696,NO_TRADE
2023-05-23,1120.49365234375,1126.6335119735163,1119.0784985578175,1123.2783175836105,6092034,1111.765275888387,1096.3770466498845,58.14600641289466,11.54609630441564,14.133463955451498,1149.0601237697433,1081.7109699802568,1,0,0,0,0.48559668498807107,NO_TRADE
2023-05-24,1113.9656982421875,1124.8075631613845,1110.8615367170432,1116.544972955841,8112254,1111.9748399220823,1097.06679769272,54.18261088377928,10.348179560036442,13.376407076368489,1147.4607548965,1086.241039537094,1,0,0,0,0.48487153270877525,NO_TRADE
2023-05-25,1113.828857421875,1117.960213217733,1102.9186489083418,1111.0671339157268,11487863,1112.151413017301,1097.724133368373,54.09936496505263,9.280796751166918,12.557285011328176,1143.703361672022,1093.5522413553217,1,0,1,1,0.49932233888077177,NO_TRADE
2023-05-26,1144.208740234375,1145.349919313803,1118.7590340242448,1122.0685861761906,12626260,1115.2044917998792,1099.547059127824,66.43049896188109,10.762230538364063,12.198274116735355,1143.9458787578014,1099.21907485548,1,0,1,1,0.49211341957779753,NO_TRADE
2023-05-29,1150.6453857421875,1154.9364899661489,1144.5283465169668,1150.8279550929285,10010304,1118.57981503248,1101.5509150734854,68.36937598233587,12.313716132508034,12.221362519889892,1148.2156236921237,1099.518873378189,1,0,1,0,0.49593205861309336,NO_TRADE
2023-05-30,1150.3486328125,1158.451475420254,1147.7921790871794,1150.645307987406,11342504,1121.6054167258153,1103.4645510632506,68.17387745958204,13.365267676178291,12.450143551147573,1152.1621957864786,1099.174059096334,1,0,1,0,0.4955255267584013,NO_TRADE
2023-05-31,1127.5009765625,1145.7381091276332,1123.4382047768397,1141.241614387353,27107927,1122.1668986150237,1104.4071559847898,55.108261255046266,12.2142170459922,12.4029582501165,1151.5044190040285,1102.1052001365967,1,0,1,0,0.4897247511801453,NO_TRADE
2023-06-01,1124.4652099609375,1134.3484659204855,1122.068625138698,1132.1800927726736,14592692,1122.3857854098724,1105.1937463367958,53.63733632221112,10.931033979528364,12.108573395998874,1151.5122496627157,1102.7935242630656,1,0,1,0,0.49847539287200343,NO_TRADE
2023-06-02,1120.7904052734375,1133.412563645759,1118.8731857024295,1128.003101699598,15800644,1122.2338444444977,1105.8053800205855,51.83374974365227,9.507974120708468,11.588453540940794,1151.3311180599255,1103.588645123668,1,0,1,1,0.498754392461007,NO_TRADE
2023-06-05,1130.8563232421875,1133.8235582589482,1122.274114564264,1126.268543700321,10908682,1123.0550329014204,1106.787769950845,56.18028448110046,9.08766741263662,11.08829631527996,1151.4964537504873,1103.667535507325,1,0,1,1,0.49936619392402093,NO_TRADE
2023-06-06,1131.8148193359375,1135.6265579862757,1123.8946668621782,1133.6865172838243,7493309,1123.8892982761363,1107.7692228679073,56.5820670621985,8.731265350683998,10.616890122360768,1151.4886191935434,1103.6662392048945,1,0,0,1,0.48036927537168594,NO_TRADE
2023-06-07,1140.3970947265625,1141.241598708449,1128.733545665894,1135.3071289198083,10312545,1125.461469366653,1109.0487472545212,60.10897056084633,9.037157323611837,10.300943562610982,1151.5975492816972,1103.6280610698652,1,0,0,1,0.4769440912113762,NO_TRADE
2023-06-08,1141.081787109375,1148.9335976883085,1137.133121023714,1143.9805586437908,12071109,1126.9491186754838,1110.3049448958882,60.385446240966864,9.228448064294298,10.086444462947648,1152.6811277743536,1103.4278077725212,1,0,1,0,0.49778940491845497,NO_TRADE
2023-06-09,1133.001708984375,1145.144501301207,1131.1984746215855,1144.4369244051345,5877018,1127.525555847759,1111.1950140758288,55.4971541194751,8.628587591161931,9.794873088590505,1152.577163748771,1103.422213692635,1,0,0,1,0.4835209455323563,NO_TRADE
2023-06-12,1134.0059814453125,1136.311281503828,1125.264025708016,1130.057315904061,6391969,1128.1427392380022,1112.0895618158086,55.97419201823253,8.140392857344978,9.4639770423414,1152.323412846987,1103.4431398873885,1,0,0,1,0.4816393840802741,NO_TRADE
2023-06-13,1150.759521484375,1151.946463788879,1134.9647365494957,1138.959165682283,11248016,1130.2967184995614,1113.606030822419,63.08347265058904,9.001600828469464,9.371501799567014,1155.5031400801226,1103.32422808394,1,0,1,1,0.4960731410591884,NO_TRADE
2023-06-14,1164.910888671875,1166.3488637759135,1149.0019986007082,1150.827933567815,13277380,1133.59330613502,1115.6179860322015,67.81164786383019,10.702638064923576,9.637729052638328,1161.237158941295,1102.7280754337046,1,1,1,1,0.5128722123177181,NO_TRADE
2023-06-15,1165.23046875,1169.7954267696327,1157.4471223513988,1164.888030487722,11813494,1136.6063692412083,1117.5635735897622,67.91159878064364,11.938885728606238,10.097960387831913,1165.6830069921664,1103.6917122461148,1,1,1,1,0.5138714757202762,NO_TRADE
2023-06-16,1176.574462890625,1178.856942021871,1168.72265257123,1168.72265257123,24171579,1140.4128543506768,1119.8777261113646,71.31640639349764,13.676334163181082,10.813635142901749,1172.3309683101186,1103.2270028812875,1,1,1,0,0.5061658119574223,NO_TRADE
2023-06-19,1164.88818359375,1179.5874324568545,1160.7113056227922,1179.5874324568545,6798554,1142.7438380881122,1121.642842091066,63.80541928803861,13.949488472420173,11.440805808805433,1175.5264471677135,1104.4504327150992,1,1,0,1,0.5000990305300814,NO_TRADE
2023-06-20,1167.3074951171875,1170.457299404325,1157.2189687814275,1162.9480481347905,6921096,1145.0832339956432,1123.4336127979725,64.63578947546911,14.197523241101862,11.99214929526472,1178.5822892571962,1106.07597490296,1,1,0,1,0.498521395032026,NO_TRADE
