Date,Close,High,Low,Open,Volume,EMA_20,EMA_50,RSI,MACD,MACD_SIGNAL,BB_HIGH,BB_LOW,Target
2021-08-05,971.109375,980.4598152724984,957.4589790719468,962.0318379378848,21252078,951.8977314044402,952.2651976230404,57.271184844109456,-3.0907914165723014,-5.597934603215034,971.8504887011431,925.7089168164348,0
2021-08-06,950.5429077148438,976.8880893431024,945.8562535112904,969.1528622918456,16620987,951.7687005768596,952.1976568423268,48.99850073939667,-2.8305995584543098,-5.04446759426289,971.7331347975324,925.6647472825456,0
2021-08-09,945.128173828125,950.8841149123824,940.2822912594686,946.8799898333924,7494143,951.1362694579324,951.920422214319,47.07069620831242,-3.026432577291416,-4.640860590868596,971.7508516104048,925.9177519052204,1
2021-08-10,950.0877685546876,961.4403616289128,943.5811181110124,947.3349664779624,11919198,951.036412229052,951.8485534433532,49.04809553507372,-2.7497365588507137,-4.26263578446502,971.8455714896568,926.002750043546,1
2021-08-11,963.3969116210938,964.6254274166216,947.972012709084,954.1373988131746,9184963,952.2136026473418,952.3014302346372,54.01311319671197,-1.4399178774660868,-3.698092203065233,972.952598082268,925.696541322029,0
2021-08-12,960.3029174804688,967.4466034758628,957.800331624984,966.8550623942888,8137612,952.98401358383,952.6152140481992,52.726802479684494,-0.644111686716542,-3.087296099795495,973.9888078871294,925.7751142320112,1
2021-08-13,976.2965087890624,978.2303606065248,959.5975996548036,963.3969420853272,12780901,955.2042512224236,953.543892273331,58.26038406497024,1.262565537909154,-2.217323772254565,977.9913393177346,924.6528013072656,1
2021-08-16,988.9686279296876,1002.3914951366928,968.3338340297282,977.980105672493,21935444,958.4199061469247,954.933097593188,62.05076057314783,3.7528940580173193,-1.0232802062001884,983.8181963444616,921.606065130148,0
2021-08-17,984.7598266601562,994.2923038234344,977.297622981309,986.8529072733436,12658169,960.928470005328,956.1027732428732,60.09870197266727,5.325493292350075,0.2464744935098642,988.3016958418428,920.093799763626,1
2021-08-18,988.5818481445312,995.0202580244994,979.4588769168306,989.196136150576,10075860,963.5621250662044,957.3764624547028,61.289648451717966,6.801787930055525,1.5575371808189964,993.2235310453768,918.7597331147796,0
2021-08-20,977.4796142578124,988.2861007519195,972.3607078932538,975.09076320503,9426282,964.88760022731,958.1648213489424,56.05572764795257,6.995267487949036,2.645083242245004,994.8409239824556,918.3958985273102,1
2021-08-23,983.8952026367188,989.1960842036104,970.2220598111206,989.1960842036104,9854395,966.697848075825,959.1738559092474,58.27323726587824,7.578920716092398,3.6318507370144832,997.940602351642,917.8738629803892,1
2021-08-24,993.6097412109376,997.3863365967812,980.823849400721,985.1237449789752,11864472,969.2608855172645,960.5242827838237,61.44576679390363,8.72477836553162,4.650436262717911,1002.771674406142,917.9045890215922,1
2021-08-25,1002.2095336914062,1010.1267969703356,991.9717803975888,994.383378575713,13380559,972.3988520100396,962.1589985056896,64.05145683663002,10.209125743271898,5.762174158828708,1008.1735659501198,919.2186825850364,1
2021-08-26,1014.8815307617188,1021.4564824929126,1003.3014677332652,1004.666525440298,18589616,976.4448214149616,964.2265487902396,67.53345497136775,12.266604215847906,7.063060170232548,1014.5218725721502,921.6566552598812,0
2021-08-27,1013.4937744140624,1020.4782919319844,1008.3294342208058,1017.8619111430866,10480636,979.9732931291616,966.158596853919,66.77069832695449,13.628094202630336,8.376066976712107,1019.7643598850324,924.33820359153,1
