Date,Close,High,Low,Open,Volume,EMA_20,EMA_50,RSI,MACD,MACD_SIGNAL,BB_HIGH,BB_LOW,Trend_Regime,BB_Width,BB_Width_Avg,Volatility_Regime,Volume_Avg,Volume_Regime
2023-09-11,1228.20947265625,1229.326207160582,1216.9924464989117,1216.9924464989117,13271074,1220.4853239086813,1217.309954725403,52.60768357067532,-7.61560232949364,-7.471839895084507,1280.6267352300551,1173.2351300043197,Bullish,107.39160522573547,81.11573544106305,High,13627123.6,Normal
2023-09-12,1210.4658203125,1232.3785847782628,1209.026400892418,1232.3785847782628,16255666,1219.5310854709498,1217.0415572974462,44.85363359516541,-7.418087889740264,-7.461089494015659,1273.1253996107346,1174.3175813462965,Bullish,98.80781826443808,81.89079567898847,High,13961116.3,High
2023-09-13,1216.52099609375,1222.278310335504,1204.2120756300535,1211.0365644667,12803338,1219.2444102921688,1217.0211431325954,47.68733868308833,-6.695769529722611,-7.30802550115705,1264.6916485671973,1177.0418231124904,Bullish,87.64982545470684,82.29908102377145,High,14091127.6,Normal
2023-09-14,1217.6376953125,1223.8417758931353,1213.5181615722684,1220.9630582690309,9209636,1219.091389817915,1217.0453216494543,48.21581922115564,-5.96446410166368,-7.039313221258377,1259.8793736143975,1178.093612225446,Bullish,81.78576138895164,82.98549787345013,Low,13867922.2,Normal
2023-09-15,1219.89599609375,1224.9336610195687,1215.7516218263509,1224.9336610195687,25468592,1219.168018987042,1217.1571128041326,49.33062192529613,-5.143383557509878,-6.6601272885086775,1251.9313187610903,1181.5772017467225,Bullish,70.35411701436783,83.72043010146015,Low,14209352.9,High
2023-09-18,1209.274658203125,1216.4962329024152,1207.0908701058952,1211.061482045193,7516300,1218.2257941504784,1216.8479969374264,44.48049968641328,-5.288758990744327,-6.385853628955808,1246.30957878877,1183.0521399612298,Bullish,63.25743882754023,84.11702424914624,Low,14124080.6,Normal
2023-09-20,1182.3240966796875,1204.882232531632,1168.8488809798134,1202.623922773179,57081884,1214.806584867546,1215.4941184959464,35.060900277943915,-7.492288708216392,-6.6071406448079255,1241.4004157508157,1181.149230245278,Bearish,60.251185505537705,84.49104613767653,Low,16592522.6,High
2023-09-21,1173.7127685546875,1186.269851496792,1171.330377450607,1178.7504333612094,12226182,1210.8928880758451,1213.8556341845244,32.67953688802936,-9.820262226654904,-7.249764961177322,1235.647411144632,1179.0900522342745,Bearish,56.55735891035761,84.84337317069351,Low,16727934.1,Normal
2023-09-22,1168.823974609375,1182.4729522811776,1166.367182863141,1179.2716708437545,19176786,1206.8863248885625,1212.089686750205,31.37659599902618,-11.922250543272412,-8.18426207759634,1235.0715469439374,1173.4692733685624,Bearish,61.602273575374966,85.30290765426321,Low,16979772.4,High
2023-09-25,1161.6273193359375,1171.6779308453931,1158.9720452955405,1166.5657437194718,14254884,1202.57594340736,1210.110770381018,29.51128766731314,-14.007333541998603,-9.348876370476791,1235.524033876247,1166.6687639753156,Bearish,68.85526990093126,85.95823393728546,Low,16581396.6,Normal
2023-09-26,1162.644775390625,1166.4664650387544,1159.2201711598177,1160.684310036077,10087782,1198.7729750248138,1208.2493588127677,30.14358412330124,-15.40015325980653,-10.55913174834274,1236.370784396541,1160.7967204862714,Bearish,75.57406391026962,86.53958020548546,Low,16456744.4,Normal
2023-09-27,1175.747802734375,1177.1872222950064,1160.6595255350553,1163.1411580463557,11722778,1196.5801014733436,1206.9747879861638,37.87261298292986,-15.27063771488588,-11.501432941651368,1236.3476609067964,1158.2662429017976,Bearish,78.0814180049988,86.74479443355034,Low,16199051.1,Normal
2023-09-28,1158.4757080078125,1182.7460248832851,1153.959088482433,1182.7460248832851,14518346,1192.9511116194835,1205.0728632811306,32.731648992788706,-16.372971978792066,-12.475740749079508,1237.7298684334855,1152.717372777452,Bearish,85.01249565603348,86.82922753837451,Low,16316521.1,Normal
2023-09-29,1163.8856201171875,1175.847137006539,1158.475709840611,1162.2973995824232,12342014,1190.1829695716458,1203.4576772747016,35.67685997150021,-16.618477664252396,-13.304288132114086,1238.3354503439043,1149.0345691873454,Bearish,89.30088115655894,86.66761170648155,High,15851691.8,Normal
2023-10-03,1150.5592041015625,1159.2201982891547,1149.492150617653,1156.4158809171215,8859056,1186.409277622114,1201.3832273463431,31.96426025155812,-17.68451698414424,-14.180333902520118,1239.7214536489814,1142.9582948861748,Bearish,96.7631587628066,86.55668145166251,High,15389002.5,Normal
2023-10-04,1148.5738525390625,1150.981084388904,1139.1189302205564,1146.0178196869251,10286386,1182.8059038046806,1199.3122714715478,31.43936337822805,-18.476575641647518,-15.039582250345598,1240.6960280680703,1137.191691658492,Bearish,103.5043364095784,86.45282816214295,High,15435940.5,Normal
2023-10-05,1148.5491943359375,1156.1428927957072,1146.017880733707,1151.1052273242312,10953682,1179.5433600457527,1197.321562564269,31.432459448235136,-18.88854218846905,-15.809374237970289,1240.4127979412942,1132.040143953237,Bearish,108.37265398805721,86.42500397852123,High,15549830.8,Normal
2023-10-06,1150.4847412109375,1153.8597853939605,1147.5316229908371,1150.0132553057874,5431026,1176.7758725376752,1195.4848244719817,32.6820859777216,-18.841651359756952,-16.41582966232762,1239.0465958625718,1127.9120100944592,Bearish,111.13458576811263,86.40241914193504,High,15411363.6,Normal
2023-10-09,1140.6822509765625,1147.4818990309532,1139.0691900320726,1145.5711149238573,7576878,1173.3383847699504,1193.3357039427494,29.72724733901444,-19.37215889031995,-17.00709550792609,1237.5944993739795,1122.7257398838328,Bearish,114.86875949014666,86.51377252025802,High,15107578.9,Normal
2023-10-10,1145.719970703125,1150.435072150941,1143.4121010954177,1144.8018394410435,10236032,1170.708059620729,1191.4684202862936,33.07603735567125,-19.1651639700915,-17.43870920035917,1233.642870346726,1119.7387214501491,Bearish,113.904148896577,86.65145780555405,High,14463916.1,Normal
2023-10-11,1163.910400390625,1166.2182699823193,1148.0031129607796,1148.722762099973,9814118,1170.0606635035765,1190.3877136237184,43.5387658768221,-17.3334936276608,-17.417666085819498,1225.4761112067033,1121.475573363609,Bearish,104.00053784309421,86.48190443642198,High,14291068.3,Normal
2023-10-12,1166.0693359375,1171.0078811502246,1160.485663265934,1163.3148210249558,12554450,1169.6805370687118,1189.4340517536707,44.644886417663145,-15.528668801473714,-17.039866628950342,1220.4661497673835,1122.045886365429,Bearish,98.42026340195457,86.4625266932978,High,14106007.5,Normal
2023-10-13,1166.019775390625,1170.0896281233202,1156.0187245288932,1161.4039150831682,10150316,1169.3318930993703,1188.5158448374727,44.62327443440919,-13.94162091801286,-16.420217486762848,1213.3609170291177,1124.1009970333823,Bearish,89.25991999573534,86.54303142034924,High,13973356.4,Normal
2023-10-16,1163.4140625,1168.6254903286665,1159.418610263332,1163.885548402189,5929036,1168.7682901851445,1187.5314612163954,43.43281118001932,-12.747191599818052,-15.68561230937389,1204.6165546537525,1127.4229961274975,Bearish,77.19355852625495,86.3134212772144,Low,13809326.4,Normal
2023-10-17,1168.972900390625,1171.18152891328,1162.0491704758838,1169.3451452373686,7928180,1168.7877768713809,1186.8036745173456,46.69964322062356,-11.222677953549464,-14.793025438209003,1193.2224779067076,1133.72476330423,Bearish,59.49771460247757,85.77060115661989,Low,12932305.8,Normal
